id;event_name;la_event_type_cat;tickets_purchased_qty;delivery_type_cd;event_dt;sales_platform_cd
1187;Premier Parking: Toby Keith;PARKING;1;Mail;2006-10-01;NULL
1188;Parking: Rod Stewart;PARKING;1;Mail;2008-08-09;NULL
1189;Verizon Wireless Music Center Indy Vip Parking: Tom Petty;PARKING;1;Mail;2010-07-10;NULL
1190;Fast Lane/skip The Line Voucher;UPSELL;2;TicketFast;2011-12-17;NULL
1191;Dodge Theatre Adams Street Parking - garrison keillor;PARKING;1;TicketFast;2008-03-19;NULL
1192;Premier Parking: Kenny Chesney;PARKING;1;TicketFast;2008-08-21;NULL
1193;Twenty one Pilots - em?ti?nal r?adsh?w;CONCERTS;2;TicketFast;2016-08-02;www.ticketmaster.com
1194;Beyonce - the formation world tour;CONCERTS;2;TicketFast;2016-05-20;www.ticketmaster.ca
1195;Toby Keith Good Times & pick up lines tour presented by ford f-series;CONCERTS;4;eTicket;2015-05-29;www.concerts.livenation.com
1196;Never Shout Never;CONCERTS;1;eTicket;2016-01-13;mobile.livenation.us
1197;Premium Parking: 97x next big thing 7;PARKING;1;Mail;2007-12-02;NULL
1198;Iron Maiden: The Book Of Souls World Tour 2016;CONCERTS;2;Paperless;2016-02-28;iphone.ticketmaster.us
1199;Granger Smith;CONCERTS;2;eTicket;2016-02-20;www.concerts.livenation.com
1200;Premier Parking : download festival 2006;PARKING;1;TicketFast;2006-09-30;NULL
1201;Bon Qui Qui In Concert W/ Group 1 crew presented by anjelah johnson;ARTS;2;eTicket;2016-04-17;www.concerts.livenation.com
1202;R.e.m.: Jones Beach Theater Premier Parking;PARKING;1;Mail;2008-06-14;NULL
1203;Jennifer Lopez: All I Have;CONCERTS;2;eTicket;2016-02-05;www.ticketmaster.com
1204;Premier Parking: Rock The Bells;PARKING;1;Mail;2008-07-26;NULL
1205;Ticket To Rock 2016;CONCERTS;2;Mail;2016-07-19;www.concerts.livenation.com
1206;Premier Parking : def leppard / journey;PARKING;1;TicketFast;2006-08-27;NULL
1207;Dodge Theatre Adams Street Parking - goo goo dolls;PARKING;1;TicketFast;2010-08-28;NULL
1208;Kevin Hart: What Now Tour;ARTS;2;TicketFast;2015-04-25;mobile.ticketmaster.us
1209;Midflorida Amphitheatre Premier Parking;PARKING;1;TicketFast;2006-09-01;NULL
1210;3 Doors Down & seether;CONCERTS;2;TicketFast;2015-07-26;www.ticketmaster.com
1211;Glen Helen Pavilion Premier Parking: Crue Fest;PARKING;1;TicketFast;2008-08-02;NULL
1212;Van Halen;CONCERTS;4;Mail;2015-08-25;www.concerts.livenation.com
1213;Parking: Jonas Brothers;PARKING;1;TicketFast;2008-08-26;NULL
1214;2 Day Gorge Camping For Pearl Jam;INVALID;1;Mail;2006-07-22;NULL
1215;3 Day Gorge Camping For Sasquatch! Festival May 24-26;INVALID;1;TicketFast;2008-05-24;NULL
1216;The Tenors: Under One Sky Tour;ARTS;3;eTicket;2015-11-24;mobile.ticketmaster.ca
1217;Heart With Joan Jett & the blackhearts and cheap trick;CONCERTS;2;eTicket;2016-07-30;www.ticketmaster.com
1218;Verizon Wireless Premier Parking: Jimmy Buffett;PARKING;1;TicketFast;2007-09-29;NULL
1219;Premier Parking: The Wiggles;PARKING;1;Mail;2007-10-20;NULL
1220;Premier Parking - family values;PARKING;1;TicketFast;2007-07-22;NULL
1221;Premier Parking: Black Eyed Peas;PARKING;1;TicketFast;2006-04-09;NULL
1222;2016 Country Megaticket;CONCERTS;2;Mail;2016-12-31;www.concerts.livenation.com
1223;Vip Fast Lane - kearth big kahuna luau;UPSELL;1;TicketFast;2010-03-27;NULL
1224;The Fillmore Silver Spring Fast Lane: Wale;UPSELL;2;UPS;2013-01-01;www.concerts.livenation.com
1225;School Of Rock Dfw Summer Tour Finale With Vinyl & the nicholsons;CONCERTS;1;eTicket;2015-08-09;iphone2.livenation.us
1226;Chicago And Earth, Wind & fire - heart and soul tour 2.0;CONCERTS;2;eTicket;2016-04-02;mobile.ticketmaster.us
1227;Steely Dan;CONCERTS;2;eTicket;2016-07-10;www.concerts.livenation.com
1228;"Tori Kelly """"""""""""""""unbreakable tour""""""""""""""""";CONCERTS;1;TicketFast;2016-04-23;mobile.ticketmaster.us
1229;Jason Aldean: 2015 burn it down tour;CONCERTS;2;eTicket;2015-09-17;www.ticketmaster.ca
1230;Hertz Preferred Parking: Jimmy Buffett;PARKING;1;TicketFast;2013-07-13;www.concerts.livenation.com
1231;Dodge Theatre Adams Street Parking - scorpions;PARKING;1;Mail;2010-07-27;NULL
1232;Premier Parking: Jethro Tull;PARKING;1;TicketFast;2007-12-01;NULL
1233;Premier Parking: Lynyrd Skynyrd;PARKING;1;TicketFast;2007-09-14;NULL
1234;Vip Parking: Def Leppard;PARKING;1;TicketFast;2009-08-21;NULL
1235;Gorge Amphitheatre Camping: Paradiso Festival;INVALID;1;ISPU;2012-06-23;NULL
1236;Marianas Trench - the hey you guys!! tour;CONCERTS;2;eTicket;2016-02-02;mobile.livenation.us
1237;Florida Georgia Line: Anything Goes Tour;CONCERTS;1;eTicket;2015-08-22;www.concerts.livenation.com
1238;Overnight Gorge Camping For Dave Matthews Band;INVALID;1;Mail;2005-08-21;NULL
1239;Big K.r.i.t. Kritically Acclaimed Tour;CONCERTS;3;eTicket;2015-11-01;www.concerts.livenation.com
1240;First Midwest Bank Amphitheatre: Fast Lane Access: One Direction;UPSELL;4;TicketFast;2013-07-13;www.livenation.com
1241;Premier Parking : daddy yankee;PARKING;1;TicketFast;2007-10-05;NULL
1242;Premier Parking: Allman Brothers Band Together With Bob Weir & ratdog;PARKING;1;TicketFast;2008-08-16;NULL
1243;Parking Event;PARKING;1;TicketFast;2007-04-11;NULL
1244;Verizon Wireless Music Center Premier Parking : toby keith;PARKING;1;TicketFast;2008-08-02;NULL
1245;Murat Centre Parking : high school musical;PARKING;1;Mail;2008-03-18;NULL
1246;Gorge Amphitheatre Camping: Paradiso Festival June 27-30,2013;INVALID;1;Mail;2013-06-27;www.concerts.livenation.com
1247;Premier Parking : endfest 2008 - jonas brothers and more;PARKING;1;TicketFast;2008-07-16;NULL
1248;Premier Parking: Kenny Chesney;PARKING;1;Mail;2008-08-22;NULL
1249;Disturbed & breaking benjamin with alter bridge & saint asonia;CONCERTS;1;Mail;2016-08-12;iphone.ticketmaster.us
1250;Premier Parking: Phil Lesh And Friends;PARKING;1;TicketFast;2006-06-28;NULL
1251;Luke Bryan - kick the dust up tour 2015;CONCERTS;4;TicketFast;2015-07-30;mobile.livenation.us
1252;Legacy Parking Presented By Hertz:honda Civic Tour;PARKING;1;Mail;2012-08-25;www.livenation.com
1253;Vip Fast Lane - styx foreigner;UPSELL;1;BWC;2010-06-11;NULL
1254;Charter One Pavilion Vip Upgrade - rush;UPSELL;2;TicketFast;2010-07-05;NULL
1255;Premier Parking: Crosby Stills Nash & young;PARKING;1;Mail;2006-08-19;NULL
1256;Advance Parking: Eagles;PARKING;1;Mail;2009-01-26;NULL
1257;Kroq Presents Fall Out Boy - wintour is coming;CONCERTS;2;eTicket;2016-03-26;iphone2.livenation.us
1258;Super Premier Parking : the police;PARKING;1;Mail;2008-07-14;NULL
1259;Premier Parking Event: Rascal Flatts;PARKING;1;Mail;2008-06-13;NULL
1260;Tabernacle Parking: Aziz Ansari;PARKING;1;Mail;2010-09-18;NULL
1261;The Gorge Premier Parking - sasquatch fest may 25;PARKING;1;ISPU;2009-05-25;NULL
1262;Cricket Pavilion Phx. Premier Parking;PARKING;1;Mail;2006-08-23;NULL
1263;First Midwest Bank Amph: Hertz Premier Parking: Zac Brown Band;PARKING;1;TicketFast;2012-09-30;www.livenation.com
1264;Fast Lane: Kid Rock;UPSELL;2;Mail;2013-09-15;www.concerts.livenation.com
1265;(tim Mcgraw) : san manuel amphitheatre vip parking;PARKING;1;TicketFast;2013-06-08;www.concerts.livenation.com
1266;Tabernacle Parking: Sinead Oconnor;PARKING;1;TicketFast;2007-10-26;NULL
1267;The Gorge Premier Parking - sasquatch fest may 23;PARKING;1;TicketFast;2009-05-23;NULL
1268;Premier Parking: Brooks & dunn;PARKING;1;TicketFast;2008-09-06;NULL
1269;Beyonce - the formation world tour;CONCERTS;2;TicketFast;2016-05-28;www.ticketmaster.com
1270;John Mayer: Fast Lane Access;UPSELL;1;TicketFast;2013-10-02;www.concerts.livenation.com
1271;Kanye West Performing 808's & heartbreak;CONCERTS;4;Mail;2015-09-25;iphone.ticketmaster.us
1272;Steve Miller Band-pnc Bank Arts Center Holmdel Premier Parking;PARKING;1;TicketFast;2007-07-27;NULL
1273;Coldplay - a head full of dreams tour;CONCERTS;2;TicketFast;2016-08-06;www.ticketmaster.com
1274;Vip Parking: Pointfest;PARKING;1;TicketFast;2010-06-06;NULL
1275;Premier Parking: Toby Keith;PARKING;1;TicketFast;2007-06-30;NULL
1276;Beyonce - the formation world tour;CONCERTS;2;TicketFast;2016-06-07;mobile.ticketmaster.us
1277;Premier Parking: Vans Warped Tour;PARKING;1;Mail;2008-07-01;NULL
1278;Premier Parking: Projekt Revolution;PARKING;1;Mail;2008-07-16;NULL
1279;Premier Parking : counting crows / goo goo dolls;PARKING;1;TicketFast;2006-06-24;NULL
1280;Gramatik;CONCERTS;1;TicketFast;2015-05-09;mobile.ticketmaster.us
1281;Beyonce - the formation world tour;CONCERTS;3;TicketFast;2016-05-05;mobile.ticketmaster.us
1282;Premier Parking: The Black Crowes;PARKING;1;Mail;2006-07-12;NULL
1283;Dodge Theatre Adams Street Parking - cmt tour;PARKING;1;Mail;2006-11-16;NULL
1284;Meat Loaf: Jones Beach Theater Premier Parking;PARKING;1;Mail;2007-08-22;NULL
1285;Naughty By Nature;CONCERTS;2;eTicket;2016-02-20;mobile.livenation.us
1286;Alpine Valley Music Theatre Parking: Jimmy Buffett;PARKING;1;TicketFast;2008-07-19;NULL
1287;Vans Warped Tour Presented By Journeys;CONCERTS;1;TicketFast;2015-07-17;www.ticketmaster.ca
1288;Old National Centre Bottomless Soda: Mgmt;UPSELL;1;TicketFast;2013-11-15;www.concerts.livenation.com
1289;MAD DECENT BLOCK PARTY;CONCERTS;1;TicketFast;2015-08-07;www.ticketmaster.com
1290;Darius Rucker: Southern Style Tour 2015;CONCERTS;2;eTicket;2015-05-15;www.concerts.livenation.com
1291;Slipknot;CONCERTS;1;Mail;2016-07-27;www.concerts.livenation.com
1292;First Midwest Bank Amphitheatre Vip Parking: Def Leppard;PARKING;1;TicketFast;2011-07-28;NULL
1293;Vip Parking: Neil Young;PARKING;1;Mail;2010-05-23;NULL
1294;Premier Parking: Radiohead;PARKING;1;TicketFast;2008-05-06;NULL
1295;An Evening With Macklemore & ryan lewis;CONCERTS;1;eTicket;2016-06-13;www.concerts.livenation.com
1296;Chrisette Michele;CONCERTS;2;eTicket;2016-02-20;www.concerts.livenation.com
1297;First Niagara Pavilion Vip Parking: Mayhem Festival;PARKING;1;TicketFast;2012-07-28;www.livenation.com
1298;Express Lane:big Time Rush & victoria justice;UPSELL;7;TicketFast;2013-08-02;www.concerts.livenation.com
1299;95x Big Shindig;CONCERTS;2;eTicket;2015-09-13;mobile.livenation.us
1300;Florida Georgia Line: Anything Goes Tour;CONCERTS;1;TicketFast;2015-05-28;www.concerts.livenation.com
1301;Kid Rock's First Kiss: Cheap Date Tour W/ Special Guest Foreigner;CONCERTS;1;eTicket;2015-09-12;www.concerts.livenation.com
1302;Vip Parking: Rockstar Energy Drink Mayhem Festival;PARKING;1;Mail;2011-08-07;NULL
1303;An Evening With Pearl Jam;CONCERTS;4;eTicket;2016-04-26;www.ticketmaster.com
1304;Premier Parking: Jesse Mccartney;PARKING;1;TicketFast;2005-06-13;NULL
1305;Premium Parking: Nickelback;PARKING;1;TicketFast;2009-04-11;NULL
1306;Cheese Pizza Meal Deal;UPSELL;2;Mail;2013-07-06;www.concerts.livenation.com
1307;Gorge Camping - dave matthews band - sept 3-7;INVALID;1;TicketFast;2009-09-04;NULL
1308;Fiddlers Green Vip Parking:creed;PARKING;1;Mail;2009-10-03;NULL
1309;Kid Cudi;CONCERTS;3;eTicket;2016-02-13;www.concerts.livenation.com
1310;Tabernacle Parking: Dave Chappelle;PARKING;1;Mail;2007-08-24;NULL
1311;Tank - sex, love & pain tour;CONCERTS;1;eTicket;2016-03-07;mobile.livenation.us
1312;Dodge Theatre Adams Street Garage Parking - inxs;PARKING;1;TicketFast;2006-06-24;NULL
1313;Nicki Minaj: The Pinkprint Tour;CONCERTS;1;eTicket;2015-07-22;www.concerts.livenation.com
1314;PNC Bank Arts Center Holmdel Premier Parking;PARKING;1;Mail;2007-05-19;NULL
1315;Megadeth;CONCERTS;2;eTicket;2016-03-09;www.ticketmaster.ca
1316;Premier Parking: Dave Matthews Band;PARKING;1;Mail;2007-09-12;NULL
1317;Josh Groban;CONCERTS;1;eTicket;2015-10-29;www.ticketmaster.com
1318;Tabernacle Parking: Kid Rock;PARKING;1;TicketFast;2007-10-20;NULL
1319;Fast Lane Early Entry: Childish Gambino;UPSELL;1;TicketFast;2012-06-13;NULL
1320;Premier Parking: Winnie The Pooh;PARKING;4;TicketFast;2005-11-30;NULL
1321;Vip Fast Lane: John Mayer;UPSELL;2;Mail;2013-07-24;www.concerts.livenation.com
1322;Neil Young + promise of the real;CONCERTS;2;eTicket;2015-07-16;www.concerts.livenation.com
1323;Aerosmith-pnc Bank Arts Center Holmdel Premier Parking;PARKING;1;TicketFast;2006-09-14;NULL
1324;The Psychedelic Furs;CONCERTS;2;eTicket;2015-11-07;www.concerts.livenation.com
1325;Wheels Of Soul 2016 summer tour;CONCERTS;2;UPS;2016-07-30;mobile.ticketmaster.us
1326;Jason Aldean: 2015 burn it down tour;CONCERTS;3;eTicket;2015-07-17;mobile.ticketmaster.us
1327;Premier Parking : tom petty and the heartbreakers, trey anastasio;PARKING;1;Mail;2007-01-31;NULL
1328;Jason Aldean: Fast Lane Access;UPSELL;2;TicketFast;2013-08-09;www.ticketmaster.com
1329;Premier Parking: New Edition;PARKING;1;Mail;2006-05-07;NULL
1330;XFINITY Center Mansfield Premier Parking;PARKING;5;Mail;2007-07-12;NULL
1331;Gorge Amphitheatre Camping: Watershed Festival Aug 1-5,2013;INVALID;1;Mail;2013-08-01;www.concerts.livenation.com
1332;Premier Parking: Alan Jackson;PARKING;1;eTicket;2015-02-28;www.concerts.livenation.com
1333;Premier Parking: Cru Fest;PARKING;1;UPS;2008-07-05;NULL
1334;Premier Parking: Rob Thomas & jewel;PARKING;1;TicketFast;2006-06-17;NULL
1335;Parking For 311 & slightly stoopid at sleep country amphitheater;PARKING;2;Mail;2012-09-04;www.ticketmaster.com
1336;Journey & the doobie brothers with special guest dave mason;CONCERTS;2;eTicket;2016-08-06;www.ticketmaster.com
1337;Premium Parking: Slayer;PARKING;1;eTicket;2013-11-12;www.concerts.livenation.com
1338;Nick Jonas: Live In Concert;CONCERTS;4;eTicket;2015-09-10;www.concerts.livenation.com
1339;John Fogerty: 1969;CONCERTS;2;TicketFast;2015-07-26;www.ticketmaster.ca
1340;Premier Parking: James Taylor;PARKING;1;TicketFast;2005-07-29;NULL
1341;Vip Parking - jack johnson;PARKING;1;TicketFast;2010-07-13;NULL
1342;Chicago And Earth, Wind & fire - heart and soul tour 2015;CONCERTS;2;eTicket;2015-08-14;www.concerts.livenation.com
1343;Premier Parking: Ozzfest 2006;PARKING;1;TicketFast;2006-07-18;NULL
1344;Premier Parking - donna summer - pnc bank arts center, holmdel;PARKING;1;TicketFast;2008-07-18;NULL
1345;Premier Parking: Kenny Chesney;PARKING;1;Mail;2008-08-29;NULL
1346;Death Cab for Cutie;CONCERTS;2;Mail;2015-09-25;www.ticketmaster.com
1347;Premier Parking: House Party 2005;PARKING;1;Mail;2005-09-10;NULL
1348;I Love The 90's with salt-n-pepa coolio color me badd and many more;CONCERTS;1;eTicket;2016-02-25;www.concerts.livenation.com
1349;Vip Parking: Chris Brown;PARKING;1;TicketFast;2006-09-17;NULL
1350;Premier Parking: Poison;PARKING;1;TicketFast;2008-07-22;NULL
1351;Selena Gomez;CONCERTS;2;TicketFast;2016-05-11;www.ticketmaster.com
1352;Verizon Wireless Premier Parking: Rod Stewart;PARKING;1;TicketFast;2008-08-01;NULL
1353;Premier Parking : lyle lovett and k.d. lang;PARKING;1;Mail;2007-07-29;NULL
1354;Kroq Presents Modest Mouse/brand New;CONCERTS;3;eTicket;2016-07-27;iphone2.livenation.us
1355;Gorge Camping - sasquatch! festival may 22-26;INVALID;1;Mail;2009-05-23;NULL
1356;Incubus/deftones 2015 tour;CONCERTS;2;eTicket;2015-08-19;mobile.livenation.us
1357;Mmrbq;CONCERTS;4;eTicket;2016-05-21;www.concerts.livenation.com
1358;Incubus/deftones 2015 tour;CONCERTS;4;eTicket;2015-08-20;mobile.livenation.us
1359;Jiffy Lube Live Premier Parking: Black Sabbath;PARKING;1;Mail;2013-08-02;www.concerts.livenation.com
1360;Dave Matthews Band;CONCERTS;2;Mail;2016-05-14;www.concerts.livenation.com
1361;Tabernacle Parking: Thirty Seconds To Mars;PARKING;1;TicketFast;2013-09-27;www.concerts.livenation.com
1362;Beyonce - the formation world tour;CONCERTS;2;Mail;2016-05-18;www.ticketmaster.com
1363;Justiceaid Presents: Ani Difranco + hurray for the riff raff (benefit);CONCERTS;2;eTicket;2015-10-17;www.concerts.livenation.com
1364;Nick Offerman - summer of 69: no apostrophe;ARTS;4;eTicket;2015-04-29;www.ticketmaster.com
1365;Premier Parking: Black Eyed Peas;PARKING;1;TicketFast;2006-04-09;NULL
1366;Live Nation Presents The Divas Of Drag;ARTS;1;eTicket;2016-03-26;mobile.livenation.us
1367;Mana: Latino Power Tour 2016;CONCERTS;1;eTicket;2016-11-04;www.ticketmaster.com
1368;Luke Bryan: Kill The Lights Tour 2016;CONCERTS;6;eTicket;2016-04-29;www.concerts.livenation.com
1369;Beyonce - the formation world tour;CONCERTS;2;eTicket;2016-04-29;www.ticketmaster.com
1370;Incubus/deftones 2015 tour;CONCERTS;2;eTicket;2015-08-09;iphone2.livenation.us
1371;Premier Parking:crue Fest Feat Motley Crue, Buckcherry, Papa Roach,six;PARKING;1;Mail;2008-08-08;NULL
1372;Premier Parking : rascal flatts;PARKING;1;TicketFast;2008-09-13;NULL
1373;Premier Parking: Tom Petty;PARKING;1;Mail;2008-06-10;NULL
1374;Galactic And Soulive;CONCERTS;1;eTicket;2016-02-20;www.concerts.livenation.com
1375;Premier Parking: Journey;PARKING;1;Mail;2008-09-12;NULL
1376;Journal Pavilion Premier Parking: Velvet Revolver;PARKING;1;Mail;2007-09-25;NULL
1377;Hallmark Channel Presents Trans-siberian Orchestra 2015;CONCERTS;2;eTicket;2015-12-05;www.ticketmaster.com
1378;Janet Jackson: Unbreakable World Tour;CONCERTS;2;TicketFast;2016-08-04;www.ticketmaster.com
1379;Jimmy Buffett: Jones Beach Theater Premier Parking;PARKING;2;UPS;2006-07-01;NULL
1380;Beyonce - the formation world tour;CONCERTS;2;TicketFast;2016-04-27;www.ticketmaster.com
1381;Eric Clapton: Jones Beach Theater Premier Parking;PARKING;1;Mail;2008-06-05;NULL
1382;The Smashing Pumpkins & marilyn manson: the end times tour;CONCERTS;1;eTicket;2015-07-15;www.concerts.livenation.com
1383;Luke Bryan: Kick The Dust Up Tour 2015;CONCERTS;2;Mail;2015-07-31;www.concerts.livenation.com
1384;Van Halen;CONCERTS;2;eTicket;2015-07-11;www.concerts.livenation.com
1385;Tabernacle Parking: Pet Shop Boys;PARKING;1;TicketFast;2006-10-19;NULL
1386;Premier Parking - dave matthews band;PARKING;1;Mail;2008-06-17;NULL
1387;Kelly Clarkson: Jones Beach Theater Premier Parking;PARKING;1;Mail;2006-07-12;NULL
1388;Rockstar Energy Drink Mayhem Festival;CONCERTS;2;eTicket;2015-07-26;www.concerts.livenation.com
1389;Premier Parking: Brad Paisley;PARKING;1;Mail;2007-10-07;NULL
1390;Joe Russo's Almost Dead;CONCERTS;2;eTicket;2015-12-19;www.concerts.livenation.com
1391;Beyonce - the formation world tour;CONCERTS;4;TicketFast;2016-05-16;iphone.ticketmaster.us
1392;Breaking Benjamin;CONCERTS;1;eTicket;2015-08-14;www.concerts.livenation.com
1393;Verizon Wireless Premier Parking: Roger Waters;PARKING;1;Mail;2007-06-15;NULL
1394;Verizon Wireless Amph. Charlotte Premier Parking;PARKING;1;Mail;2007-06-13;NULL
1395;Fast Lane: Toby Keith;UPSELL;2;TicketFast;2011-10-15;NULL
1396;Chris Stapleton;CONCERTS;4;eTicket;2016-05-06;www.concerts.livenation.com
1397;Gorge Camping Night Of Vans Warped Tour 2005;INVALID;1;Mail;2005-07-09;NULL
1398;Counting Crows: Somewhere Under Wonderland Tour With Citizen Cope;CONCERTS;2;eTicket;2015-08-12;iphone.ticketmaster.us
1399;Luke Bryan - kick the dust up tour 2015;CONCERTS;6;TicketFast;2015-06-20;iphone.ticketmaster.us
1400;Comcast Center Mansfield Vip Club Access: Ozzfest;UPSELL;2;Mail;2010-08-24;NULL
1401;Premier Parking: Il Divo;PARKING;1;Mail;2006-06-16;NULL
1402;Neil Diamond World Tour 2015;CONCERTS;1;TicketFast;2015-05-23;www.ticketmaster.com
1403;Fiddlers Green Vip Parking:crue Fest;PARKING;1;TicketFast;2009-08-04;NULL
1404;Coldplay - a head full of dreams tour;CONCERTS;2;Mail;2016-08-27;iphone.ticketmaster.us
1405;Premier Parking: Kenny Chesney;PARKING;1;BWC;2008-08-28;NULL
1406;Dave Matthews Band;CONCERTS;2;Mail;2016-06-17;mobile.livenation.us
1407;Overnight Camping For Sasquatch! Festival;INVALID;1;Mail;2006-05-28;NULL
1408;Steely Dan;CONCERTS;2;Mail;2016-07-09;www.ticketmaster.com
1409;Boys Of Zummer Tour With Fall Out Boy And Wiz Khalifa;CONCERTS;1;eTicket;2015-07-14;mobile.livenation.us
1410;Beyonce - the formation world tour;CONCERTS;2;Mail;2016-06-03;www.ticketmaster.com
1411;Rock The Bells : san manuel amphitheatre vip parking;PARKING;1;TicketFast;2011-08-20;NULL
1412;Zac Brown Band: Jekyll + hyde tour presented by bai;CONCERTS;2;eTicket;2015-11-13;www.concerts.livenation.com
1413;Blake Shelton: Presented By Gildan;CONCERTS;2;Mail;2016-02-18;www.ticketmaster.com
1414;Sasquatch Camping Event;INVALID;1;Mail;2010-05-31;NULL
1415;Pearl Jam;CONCERTS;2;eTicket;2016-04-20;www.ticketmaster.com
1416;Hyundai Pavilion Premier Parking: Def Leppard/journey;PARKING;1;Mail;2006-10-14;NULL
